date,ticker,open,high,low,close,volume,source,log_return,abs_return,missing_price,non_positive_price,high_low_inconsistent,close_outside_range,volume_missing_or_non_positive,stale_close_3d,extreme_return,rule_flag_count,quality_score,rolling_vol_5d,rolling_vol_20d,price_range_pct,open_close_gap,volume_log,volume_zscore_60d,ml_anomaly,anomaly_score
2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,112117500.0,yfinance,,,0,0,0,0,0,0,0,0,1.0,,,0.053809832445514676,,18.53505799539313,,0,
2023-01-04,AAPL,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,89113600.0,yfinance,0.010261402643368283,0.010261402643368283,0,0,0,0,0,0,0,0,1.0,,,0.028331764907900844,0.014551848558927724,18.305422529500724,,0,
2023-01-05,AAPL,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,80962700.0,yfinance,-0.010661283111650382,0.010661283111650382,0,0,0,0,0,0,0,0,1.0,,,0.024076104524538646,0.006093673942284923,18.209499125101075,,0,
2023-01-06,AAPL,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,87754700.0,yfinance,0.036133357676866824,0.036133357676866824,0,0,0,0,0,0,0,0,1.0,0.37211277887942734,,0.0416601920992384,0.007918777153630392,18.29005599152486,,0,
2023-01-09,AAPL,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,70790800.0,yfinance,0.004080529215203643,0.004080529215203643,0,0,0,0,0,0,0,0,1.0,0.31012099079271044,,0.027045750576527843,0.006557677330161502,18.075239620843863,,0,
2023-01-10,AAPL,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,63896200.0,yfinance,0.004446510347639705,0.004446510347639705,0,0,0,0,0,0,0,0,1.0,0.27140329790687995,,0.024018966513183918,0.0008451833692674022,17.972770465311235,,0,
2023-01-11,AAPL,131.25,133.50999450683594,130.4600067138672,133.49000549316406,69458900.0,yfinance,0.020892514925815384,0.020892514925815384,0,0,0,0,0,0,0,0,1.0,0.2850329288764431,,0.022848061034239284,0.0039776966989634455,18.056245783099172,,0,
2023-01-12,AAPL,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,71379600.0,yfinance,-0.0005994891772679897,0.0005994891772679897,0,0,0,0,0,0,0,0,1.0,0.24271764927812092,,0.021137785683388085,0.002921562466100948,18.0835226862096,,0,
2023-01-13,AAPL,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,57809700.0,yfinance,0.01006825713502946,0.01006825713502946,0,0,0,0,0,0,0,0,1.0,0.13094982891439666,,0.024191114868816418,-0.010344088486105364,17.872667156929733,,0,
2023-01-17,AAPL,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,63646600.0,yfinance,0.008718252102151425,0.008718252102151425,0,0,0,0,0,0,0,0,1.0,0.12677323204240057,,0.023245463782320817,0.0005194963421818688,17.9688564801278,,0,
2023-01-18,AAPL,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,69672800.0,yfinance,-0.005384454852158148,0.005384454852158148,0,0,0,0,0,0,0,0,1.0,0.16191899929585474,0.21142981151220824,0.026477343785883574,0.006473479969163642,18.059320570016148,,0,
2023-01-19,AAPL,134.0800018310547,136.25,133.77000427246094,135.27000427246094,58280400.0,yfinance,0.0004436376600177206,0.0004436376600177206,0,0,0,0,0,0,0,0,1.0,0.10404583433079584,0.2036432232968252,0.018333670800688772,-0.008357405714828696,17.880776419844135,,0,
2023-01-20,AAPL,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,80223600.0,yfinance,0.019038364081683426,0.019038364081683426,0,0,0,0,0,0,0,0,1.0,0.14907548403791965,0.2016925931246423,0.027562219383034468,7.388561041076451e-05,18.200328306353796,,0,
2023-01-23,AAPL,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,81760300.0,yfinance,0.023228555627554673,0.023228555627554673,0,0,0,0,0,0,0,0,1.0,0.1916819172676692,0.20424231604375898,0.03840984624966952,0.0018133024505259728,18.21930236591974,,0,
2023-01-24,AAPL,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,66435100.0,yfinance,0.010012762907375555,0.010012762907375555,0,0,0,0,0,0,0,0,1.0,0.19169348343079853,0.19625416002888538,0.020065955481976688,-0.005669357581301901,18.011736104289373,,0,
2023-01-25,AAPL,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,65799300.0,yfinance,-0.004711835225971918,0.004711835225971918,0,0,0,0,0,0,0,0,1.0,0.18844220868582043,0.19768426532618685,0.025518081923110805,-0.011506345356726788,18.002119773138816,,0,
2023-01-26,AAPL,143.1699981689453,144.25,141.89999389648438,143.9600067138672,54105100.0,yfinance,0.014694869771428311,0.014694869771428311,0,0,0,0,0,0,0,0,1.0,0.17117473875261963,0.19260927432150113,0.01632402051902139,0.009234439256714334,17.80643902772674,,0,
2023-01-27,AAPL,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,70555800.0,yfinance,0.0135914746418463,0.0135914746418463,0,0,0,0,0,0,0,0,1.0,0.16209931215771067,0.1874066047308857,0.028438251934299684,-0.005557120133704126,18.071914458254852,,0,
2023-01-30,AAPL,144.9600067138672,145.5500030517578,142.85000610351562,143.0,64015300.0,yfinance,-0.0202823742298003,0.0202823742298003,0,0,0,0,0,0,0,0,1.0,0.2379978458962111,0.21241519069197468,0.018881097540155156,-0.006646926681269153,17.974632690874326,,0,
2023-01-31,AAPL,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,65874500.0,yfinance,0.008980486518885233,0.008980486518885233,0,0,0,0,0,0,0,0,1.0,0.23609417083049963,0.20650640114803875,0.01427678740346666,-0.0020979234388658215,18.00326198984455,-0.4456138516652952,0,-0.25620743199979956
2023-02-01,AAPL,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,77663600.0,yfinance,0.007869704048322388,0.007869704048322388,0,0,0,0,0,0,0,0,1.0,0.22881846302869988,0.20100232215913344,0.03637484392869508,-0.0022177010209927066,18.167897249979816,0.4960089328835307,0,-0.20381574676545228
2023-02-02,AAPL,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,118339000.0,yfinance,0.036392300510034066,0.036392300510034066,0,0,0,0,0,0,0,0,1.0,0.3204207252771638,0.2255906364477841,0.019957527918463315,0.0238602860170603,18.58906395339926,2.4486786632146287,0,-0.08303021403786492
2023-02-03,AAPL,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154357300.0,yfinance,0.024106975000651183,0.024106975000651183,0,0,0,0,0,0,0,0,1.0,0.337512651631089,0.21938522615044995,0.061812317487105584,-0.0184989285866044,18.85478060938106,2.888902990351462,0,-0.029919873164357624
2023-02-06,AAPL,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,69858300.0,yfinance,-0.018091498958964447,0.018091498958964447,0,0,0,0,0,0,0,0,1.0,0.3246645563574828,0.22007084061832863,0.015290367030555894,-0.012491861979166666,18.061979476978514,-0.30659491659641674,0,-0.19866316566100634
2023-02-07,AAPL,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,83322600.0,yfinance,0.0190618622856037,0.0190618622856037,0,0,0,0,0,0,0,0,1.0,0.3269287407414879,0.2230499735378446,0.02967989989681447,-0.00718378941925186,18.238230390864523,0.41017536427394774,0,-0.19744943734356613
2023-02-08,AAPL,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,64120100.0,yfinance,-0.017810405213165126,0.017810405213165126,0,0,0,0,0,0,0,0,1.0,0.3994093299994012,0.24178343369743774,0.0224460485993241,-0.004978913960948943,17.97626846087594,-0.669498259012458,0,-0.1943434154521958
2023-02-09,AAPL,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,56007100.0,yfinance,-0.0069355479636618615,0.0069355479636618615,0,0,0,0,0,0,0,0,1.0,0.3211493341106432,0.24153419639999354,0.02591637693812013,0.012243290105119117,17.840989044231957,-1.186090621262078,0,-0.20413641535658045
2023-02-10,AAPL,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,57450700.0,yfinance,0.0009275169239235722,0.0009275169239235722,0,0,0,0,0,0,0,0,1.0,0.2449543413642995,0.2410310890076489,0.014038773553438754,-0.009345717829612915,17.866437764099306,-1.038257572912113,0,-0.23143688757511766
2023-02-13,AAPL,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,62199000.0,yfinance,0.01863211802837362,0.01863211802837362,0,0,0,0,0,0,0,0,1.0,0.25574429781348346,0.24474421419815995,0.021709432599198986,-0.00039730852775465814,17.94584949648718,-0.6874324668922532,0,-0.23103916001809816
2023-02-14,AAPL,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,61707600.0,yfinance,-0.004233904053509201,0.004233904053509201,0,0,0,0,0,0,0,0,1.0,0.21201626494559409,0.24757626019715925,0.018994802350371483,-0.011244789845273802,17.93791767415672,-0.7030202918642855,0,-0.23879368274759927
2023-02-15,AAPL,153.11000061035156,155.5,152.8800048828125,155.3300018310547,65573800.0,yfinance,0.0138076604015739,0.0138076604015739,0,0,0,0,0,0,0,0,1.0,0.1785699595191522,0.2452574587184807,0.01686728311531953,-0.000587443470518017,17.99868679914288,-0.43523249568053124,0,-0.2511658536243228
